id_venda,data,ano,mês,dia,id_cliente,customer_segment,regiao,estado,produto_categoria,produto_nome,canal_venda,quantidade,preco_unitario,pct_desconto,gross_revenue,discount_value,net_revenue,cost,profit,margin_pct,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
8936,2025-12-08 00:00:00,2025,Dezembro,8,4953,Corporativo,Sul,PR,Móveis,Mesa Gamer,E-commerce,10,"R$ 731,77",11%,"R$ 7.317,73","R$ 773,86","R$ 6.543,86","R$ 3.843,26","R$ 2.700,60","41,27",,,,,,,
8937,2025-12-07 00:00:00,2025,Dezembro,7,3437,Corporativo,Sudeste,SP,Eletrônicos,Microfone Condensador,E-commerce,12,"R$ 997,68",14%,"R$ 11.972,19","R$ 1.686,49","R$ 10.285,70","R$ 6.854,39","R$ 3.431,31","33,36",,,,,,,
8938,2025-10-30 00:00:00,2025,Outubro,30,2496,Corporativo,Sudeste,RJ,Móveis,Mesa Gamer,Loja Física,15,"R$ 840,70",11%,"R$ 12.610,52","R$ 1.339,96","R$ 11.270,56","R$ 7.505,91","R$ 3.764,65","33,40",,,,,,,
8939,2025-01-20 00:00:00,2025,Janeiro,20,2298,Corporativo,Nordeste,CE,Eletrônicos,Teclado Mecânico,E-commerce,13,"R$ 788,88",14%,"R$ 10.255,49","R$ 1.405,40","R$ 8.850,08","R$ 4.886,27","R$ 3.963,81","44,79",,,,,,,
8940,2025-12-02 00:00:00,2025,Dezembro,2,2153,Corporativo,Sudeste,RJ,Eletrônicos,Cadeira Gamer,E-commerce,6,"R$ 863,60",15%,"R$ 5.181,58","R$ 769,36","R$ 4.412,21","R$ 3.011,64","R$ 1.400,57","31,74",,,,,,,
8941,2025-06-16 00:00:00,2025,Junho,16,4499,Corporativo,Sudeste,MG,Móveis,Mesa Gamer,E-commerce,7,"R$ 697,83",12%,"R$ 4.884,78","R$ 590,36","R$ 4.294,41","R$ 3.025,67","R$ 1.268,74","29,54",,,,,,,
8942,2025-09-20 00:00:00,2025,Setembro,20,1051,Corporativo,Sul,SC,Eletrônicos,Webcam 4K,E-commerce,6,"R$ 1.056,78",10%,"R$ 6.340,71","R$ 626,19","R$ 5.714,52","R$ 3.383,20","R$ 2.331,31","40,80",,,,,,,
8943,2025-03-12 00:00:00,2025,Março,12,1874,Corporativo,Sul,RS,Eletrônicos,Webcam 4K,E-commerce,8,"R$ 982,67",9%,"R$ 7.861,34","R$ 732,87","R$ 7.128,47","R$ 3.994,30","R$ 3.134,16","43,97",,,,,,,
8944,2025-01-28 00:00:00,2025,Janeiro,28,1610,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,2,"R$ 870,88",3%,"R$ 1.741,76","R$ 52,50","R$ 1.689,27","R$ 1.073,12","R$ 616,14","36,47",,,,,,,
8945,2025-09-16 00:00:00,2025,Setembro,16,4417,Corporativo,Sul,PR,Eletrônicos,Monitor Ultrawide,Loja Física,5,"R$ 900,50",11%,"R$ 4.502,49","R$ 501,26","R$ 4.001,24","R$ 2.197,70","R$ 1.803,54","45,07",,,,,,,
8946,2025-04-22 00:00:00,2025,Abril,22,3374,Consumidor Final,Sudeste,RJ,Móveis,Mesa Gamer,E-commerce,1,"R$ 699,41",5%,"R$ 699,41","R$ 33,30","R$ 666,11","R$ 430,58","R$ 235,53","35,36",,,,,,,
8947,2025-10-21 00:00:00,2025,Outubro,21,2248,Corporativo,Sul,RS,Eletrônicos,Webcam 4K,Loja Física,8,"R$ 1.004,14",13%,"R$ 8.033,13","R$ 1.018,87","R$ 7.014,25","R$ 4.468,69","R$ 2.545,57","36,29",,,,,,,
8948,2025-11-08 00:00:00,2025,Novembro,8,2098,Consumidor Final,Sul,SC,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 703,06",4%,"R$ 2.109,17","R$ 78,52","R$ 2.030,65","R$ 1.240,36","R$ 790,29","38,92",,,,,,,
8949,2025-12-03 00:00:00,2025,Dezembro,3,2491,Corporativo,Sul,PR,Eletrônicos,Teclado Mecânico,Loja Física,20,"R$ 858,65",11%,"R$ 17.172,91","R$ 1.971,72","R$ 15.201,19","R$ 7.784,63","R$ 7.416,56","48,79",,,,,,,
8950,2025-07-16 00:00:00,2025,Julho,16,1116,Pequenas Empresas,Nordeste,PE,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 784,12",6%,"R$ 2.352,36","R$ 144,10","R$ 2.208,26","R$ 1.266,83","R$ 941,43","42,63",,,,,,,
8951,2025-08-24 00:00:00,2025,Agosto,24,1315,Pequenas Empresas,Sul,PR,Eletrônicos,Monitor Ultrawide,E-commerce,5,"R$ 825,19",9%,"R$ 4.125,95","R$ 380,16","R$ 3.745,79","R$ 2.476,99","R$ 1.268,80","33,87",,,,,,,
8952,2025-12-10 00:00:00,2025,Dezembro,10,2571,Consumidor Final,Nordeste,BA,Eletrônicos,Monitor Ultrawide,Loja Física,1,"R$ 907,78",6%,"R$ 907,78","R$ 55,20","R$ 852,58","R$ 589,55","R$ 263,03","30,85",,,,,,,
8953,2025-09-05 00:00:00,2025,Setembro,5,3447,Consumidor Final,Nordeste,CE,Eletrônicos,Mouse Gamer,Loja Física,4,"R$ 949,64",5%,"R$ 3.798,55","R$ 200,53","R$ 3.598,02","R$ 1.929,08","R$ 1.668,94","46,38",,,,,,,
8954,2025-10-16 00:00:00,2025,Outubro,16,4553,Corporativo,Sudeste,SP,Eletrônicos,Webcam 4K,Loja Física,9,"R$ 1.058,29",13%,"R$ 9.524,62","R$ 1.222,89","R$ 8.301,74","R$ 5.082,64","R$ 3.219,10","38,78",,,,,,,
8955,2025-08-10 00:00:00,2025,Agosto,10,2832,Pequenas Empresas,Nordeste,PE,Eletrônicos,Monitor Ultrawide,E-commerce,4,"R$ 754,76",5%,"R$ 3.019,04","R$ 149,80","R$ 2.869,24","R$ 1.829,74","R$ 1.039,50","36,23",,,,,,,
8956,2025-04-02 00:00:00,2025,Abril,2,4584,Consumidor Final,Sudeste,MG,Eletrônicos,Webcam 4K,E-commerce,3,"R$ 893,88",4%,"R$ 2.681,65","R$ 105,96","R$ 2.575,69","R$ 1.465,34","R$ 1.110,34","43,11",,,,,,,
8957,2025-03-24 00:00:00,2025,Março,24,1031,Consumidor Final,Nordeste,BA,Eletrônicos,Teclado Mecânico,Loja Física,2,"R$ 875,33",3%,"R$ 1.750,67","R$ 54,85","R$ 1.695,82","R$ 955,90","R$ 739,91","43,63",,,,,,,
8958,2025-11-10 00:00:00,2025,Novembro,10,3964,Consumidor Final,Sudeste,MG,Eletrônicos,Webcam 4K,E-commerce,4,"R$ 897,38",6%,"R$ 3.589,51","R$ 198,43","R$ 3.391,08","R$ 2.215,56","R$ 1.175,52","34,67",,,,,,,
8959,2025-09-26 00:00:00,2025,Setembro,26,4007,Consumidor Final,Nordeste,CE,Eletrônicos,Mouse Gamer,E-commerce,5,"R$ 917,74",4%,"R$ 4.588,71","R$ 174,06","R$ 4.414,65","R$ 2.259,46","R$ 2.155,20","48,82",,,,,,,
8960,2025-07-01 00:00:00,2025,Julho,1,1506,Consumidor Final,Sul,SC,Eletrônicos,Headset Gamer,E-commerce,2,"R$ 802,08",5%,"R$ 1.604,17","R$ 78,24","R$ 1.525,93","R$ 819,00","R$ 706,93","46,33",,,,,,,
8961,2025-10-08 00:00:00,2025,Outubro,8,4078,Corporativo,Sul,SC,Eletrônicos,Microfone Condensador,E-commerce,6,"R$ 848,49",11%,"R$ 5.090,95","R$ 541,18","R$ 4.549,77","R$ 2.552,73","R$ 1.997,04","43,89",,,,,,,
8962,2025-08-08 00:00:00,2025,Agosto,8,2318,Corporativo,Sudeste,RJ,Móveis,Mesa Gamer,Loja Física,5,"R$ 794,17",11%,"R$ 3.970,86","R$ 433,76","R$ 3.537,11","R$ 2.357,88","R$ 1.179,22","33,34",,,,,,,
8963,2025-01-27 00:00:00,2025,Janeiro,27,4738,Corporativo,Centro-Oeste,GO,Eletrônicos,Webcam 4K,Loja Física,9,"R$ 856,46",10%,"R$ 7.708,18","R$ 806,44","R$ 6.901,74","R$ 4.027,64","R$ 2.874,09","41,64",,,,,,,
8964,2025-12-24 00:00:00,2025,Dezembro,24,2776,Corporativo,Nordeste,BA,Eletrônicos,Mouse Gamer,Loja Física,14,"R$ 919,72",11%,"R$ 12.876,02","R$ 1.470,33","R$ 11.405,69","R$ 6.345,43","R$ 5.060,26","44,37",,,,,,,
8965,2025-04-10 00:00:00,2025,Abril,10,2664,Corporativo,Centro-Oeste,GO,Eletrônicos,Monitor Ultrawide,E-commerce,10,"R$ 789,83",11%,"R$ 7.898,26","R$ 871,05","R$ 7.027,21","R$ 4.372,34","R$ 2.654,87","37,78",,,,,,,
8966,2025-05-06 00:00:00,2025,Maio,6,4154,Corporativo,Sudeste,RJ,Móveis,Mesa Gamer,Loja Física,3,"R$ 748,22",7%,"R$ 2.244,66","R$ 157,98","R$ 2.086,68","R$ 1.426,59","R$ 660,09","31,63",,,,,,,
8967,2025-07-24 00:00:00,2025,Julho,24,2655,Corporativo,Sul,PR,Eletrônicos,Headset Gamer,Loja Física,11,"R$ 805,74",12%,"R$ 8.863,14","R$ 1.020,16","R$ 7.842,98","R$ 4.310,64","R$ 3.532,34","45,04",,,,,,,
8968,2025-11-05 00:00:00,2025,Novembro,5,4691,Pequenas Empresas,Nordeste,CE,Eletrônicos,Teclado Mecânico,E-commerce,3,"R$ 965,41",11%,"R$ 2.896,23","R$ 317,46","R$ 2.578,77","R$ 1.468,69","R$ 1.110,09","43,05",,,,,,,
8969,2025-03-23 00:00:00,2025,Março,23,2211,Pequenas Empresas,Nordeste,PE,Eletrônicos,Headset Gamer,Loja Física,5,"R$ 802,84",9%,"R$ 4.014,20","R$ 349,04","R$ 3.665,16","R$ 1.983,22","R$ 1.681,95","45,89",,,,,,,
8970,2025-03-30 00:00:00,2025,Março,30,1914,Consumidor Final,Sudeste,SP,Eletrônicos,Mouse Gamer,Loja Física,7,"R$ 926,84",5%,"R$ 6.487,86","R$ 332,94","R$ 6.154,92","R$ 3.395,21","R$ 2.759,71","44,84",,,,,,,
8971,2025-02-25 00:00:00,2025,Fevereiro,25,4379,Consumidor Final,Sudeste,SP,Eletrônicos,Microfone Condensador,E-commerce,3,"R$ 922,34",4%,"R$ 2.767,01","R$ 117,03","R$ 2.649,98","R$ 1.805,65","R$ 844,33","31,86",,,,,,,
8972,2025-04-13 00:00:00,2025,Abril,13,2471,Consumidor Final,Sudeste,SP,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 745,37",5%,"R$ 2.236,11","R$ 105,81","R$ 2.130,31","R$ 1.197,93","R$ 932,38","43,77",,,,,,,
8973,2025-08-20 00:00:00,2025,Agosto,20,3327,Consumidor Final,Nordeste,BA,Eletrônicos,Headset Gamer,E-commerce,4,"R$ 642,33",5%,"R$ 2.569,31","R$ 124,82","R$ 2.444,50","R$ 1.166,22","R$ 1.278,27","52,29",,,,,,,
8974,2025-01-24 00:00:00,2025,Janeiro,24,1041,Consumidor Final,Sudeste,MG,Eletrônicos,Teclado Mecânico,Loja Física,3,"R$ 921,00",2%,"R$ 2.763,01","R$ 51,50","R$ 2.711,52","R$ 1.536,15","R$ 1.175,37","43,35",,,,,,,
8975,2025-02-08 00:00:00,2025,Fevereiro,8,1131,Corporativo,Sudeste,SP,Eletrônicos,Webcam 4K,E-commerce,7,"R$ 891,56",10%,"R$ 6.240,89","R$ 611,98","R$ 5.628,91","R$ 3.687,70","R$ 1.941,21","34,49",,,,,,,
8976,2025-01-31 00:00:00,2025,Janeiro,31,3542,Pequenas Empresas,Sul,RS,Eletrônicos,Webcam 4K,Loja Física,5,"R$ 918,66",6%,"R$ 4.593,29","R$ 254,42","R$ 4.338,87","R$ 2.715,20","R$ 1.623,67","37,42",,,,,,,
8977,2025-06-04 00:00:00,2025,Junho,4,4780,Corporativo,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,Loja Física,7,"R$ 845,96",12%,"R$ 5.921,69","R$ 706,37","R$ 5.215,32","R$ 3.247,06","R$ 1.968,27","37,74",,,,,,,
8978,2025-08-01 00:00:00,2025,Agosto,1,1896,Pequenas Empresas,Sudeste,MG,Móveis,Mesa Gamer,E-commerce,6,"R$ 738,88",4%,"R$ 4.433,31","R$ 188,51","R$ 4.244,79","R$ 2.660,32","R$ 1.584,47","37,33",,,,,,,
8979,2025-01-27 00:00:00,2025,Janeiro,27,4561,Corporativo,Sudeste,RJ,Móveis,Mesa Gamer,Loja Física,6,"R$ 844,76",10%,"R$ 5.068,56","R$ 497,55","R$ 4.571,01","R$ 2.866,68","R$ 1.704,34","37,29",,,,,,,
8980,2025-07-15 00:00:00,2025,Julho,15,3349,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Mouse Gamer,E-commerce,4,"R$ 949,29",6%,"R$ 3.797,15","R$ 240,24","R$ 3.556,91","R$ 1.847,38","R$ 1.709,54","48,06",,,,,,,
8981,2025-03-18 00:00:00,2025,Março,18,4271,Corporativo,Sudeste,MG,Eletrônicos,Monitor Ultrawide,E-commerce,13,"R$ 919,58",10%,"R$ 11.954,48","R$ 1.154,80","R$ 10.799,67","R$ 6.910,67","R$ 3.889,00","36,01",,,,,,,
8982,2025-03-23 00:00:00,2025,Março,23,1859,Consumidor Final,Sul,RS,Eletrônicos,Headset Gamer,E-commerce,2,"R$ 766,61",4%,"R$ 1.533,22","R$ 60,50","R$ 1.472,72","R$ 924,44","R$ 548,28","37,23",,,,,,,
8983,2025-12-13 00:00:00,2025,Dezembro,13,2092,Consumidor Final,Sul,RS,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 777,58",6%,"R$ 2.332,74","R$ 144,47","R$ 2.188,26","R$ 1.143,58","R$ 1.044,69","47,74",,,,,,,
8984,2025-11-08 00:00:00,2025,Novembro,8,2859,Consumidor Final,Nordeste,BA,Eletrônicos,Microfone Condensador,Loja Física,5,"R$ 902,03",6%,"R$ 4.510,17","R$ 257,04","R$ 4.253,13","R$ 2.508,67","R$ 1.744,46","41,02",,,,,,,
8985,2025-08-21 00:00:00,2025,Agosto,21,3853,Corporativo,Centro-Oeste,GO,Móveis,Mesa Gamer,Loja Física,6,"R$ 820,84",8%,"R$ 4.925,06","R$ 410,74","R$ 4.514,33","R$ 2.857,90","R$ 1.656,43","36,69",,,,,,,
8986,2025-03-09 00:00:00,2025,Março,9,4091,Consumidor Final,Sul,SC,Eletrônicos,Teclado Mecânico,E-commerce,2,"R$ 951,65",2%,"R$ 1.903,29","R$ 38,09","R$ 1.865,21","R$ 1.018,09","R$ 847,12","45,42",,,,,,,
8987,2025-10-17 00:00:00,2025,Outubro,17,1419,Corporativo,Sudeste,MG,Eletrônicos,Teclado Mecânico,Loja Física,14,"R$ 954,56",12%,"R$ 13.363,78","R$ 1.632,90","R$ 11.730,88","R$ 6.443,83","R$ 5.287,05","45,07",,,,,,,
8988,2025-11-07 00:00:00,2025,Novembro,7,4328,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,Loja Física,5,"R$ 938,88",12%,"R$ 4.694,39","R$ 572,26","R$ 4.122,13","R$ 2.326,42","R$ 1.795,71","43,56",,,,,,,
8989,2025-09-28 00:00:00,2025,Setembro,28,4110,Consumidor Final,Nordeste,CE,Móveis,Mesa Gamer,Loja Física,3,"R$ 761,56",2%,"R$ 2.284,67","R$ 43,69","R$ 2.240,97","R$ 1.545,70","R$ 695,27","31,03",,,,,,,
8990,2025-03-29 00:00:00,2025,Março,29,3482,Corporativo,Sul,RS,Eletrônicos,Cadeira Gamer,E-commerce,9,"R$ 983,89",10%,"R$ 8.855,01","R$ 908,31","R$ 7.946,70","R$ 5.591,59","R$ 2.355,10","29,64",,,,,,,
8991,2025-05-14 00:00:00,2025,Maio,14,4600,Corporativo,Sudeste,RJ,Eletrônicos,Mouse Gamer,Loja Física,21,"R$ 849,09",13%,"R$ 17.830,99","R$ 2.301,88","R$ 15.529,11","R$ 8.254,82","R$ 7.274,29","46,84",,,,,,,
8992,2025-10-13 00:00:00,2025,Outubro,13,1582,Consumidor Final,Sudeste,SP,Eletrônicos,Microfone Condensador,E-commerce,3,"R$ 938,77",7%,"R$ 2.816,31","R$ 203,89","R$ 2.612,42","R$ 1.653,19","R$ 959,23","36,72",,,,,,,
8993,2025-12-13 00:00:00,2025,Dezembro,13,1949,Consumidor Final,Sudeste,RJ,Eletrônicos,Cadeira Gamer,E-commerce,3,"R$ 983,40",4%,"R$ 2.950,19","R$ 128,54","R$ 2.821,65","R$ 1.768,64","R$ 1.053,01","37,32",,,,,,,
8994,2025-11-08 00:00:00,2025,Novembro,8,1968,Consumidor Final,Nordeste,PE,Eletrônicos,Teclado Mecânico,Loja Física,1,"R$ 918,74",6%,"R$ 918,74","R$ 55,12","R$ 863,62","R$ 514,96","R$ 348,66","40,37",,,,,,,
8995,2025-10-03 00:00:00,2025,Outubro,3,4076,Consumidor Final,Sul,RS,Eletrônicos,Headset Gamer,E-commerce,5,"R$ 776,71",9%,"R$ 3.883,56","R$ 335,96","R$ 3.547,60","R$ 1.930,12","R$ 1.617,48","45,59",,,,,,,
8996,2025-08-02 00:00:00,2025,Agosto,2,4954,Corporativo,Sudeste,RJ,Eletrônicos,Headset Gamer,Loja Física,13,"R$ 679,29",9%,"R$ 8.830,82","R$ 810,36","R$ 8.020,46","R$ 4.694,20","R$ 3.326,27","41,47",,,,,,,
8997,2025-08-27 00:00:00,2025,Agosto,27,2132,Pequenas Empresas,Sul,SC,Eletrônicos,Webcam 4K,E-commerce,5,"R$ 935,95",9%,"R$ 4.679,76","R$ 408,61","R$ 4.271,15","R$ 2.724,89","R$ 1.546,26","36,20",,,,,,,
8998,2025-02-22 00:00:00,2025,Fevereiro,22,1092,Pequenas Empresas,Nordeste,PE,Eletrônicos,Monitor Ultrawide,E-commerce,4,"R$ 914,69",9%,"R$ 3.658,75","R$ 313,92","R$ 3.344,82","R$ 2.085,02","R$ 1.259,81","37,66",,,,,,,
8999,2025-01-06 00:00:00,2025,Janeiro,6,4009,Pequenas Empresas,Nordeste,CE,Eletrônicos,Headset Gamer,E-commerce,5,"R$ 648,32",10%,"R$ 3.241,59","R$ 326,60","R$ 2.914,99","R$ 1.550,90","R$ 1.364,09","46,80",,,,,,,
9000,2025-12-31 00:00:00,2025,Dezembro,31,1793,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Headset Gamer,E-commerce,9,"R$ 668,81",8%,"R$ 6.019,30","R$ 491,04","R$ 5.528,25","R$ 3.198,21","R$ 2.330,05","42,15",,,,,,,
9001,2025-04-18 00:00:00,2025,Abril,18,1176,Pequenas Empresas,Nordeste,PE,Eletrônicos,Headset Gamer,Loja Física,2,"R$ 691,38",4%,"R$ 1.382,77","R$ 56,94","R$ 1.325,82","R$ 635,50","R$ 690,32","52,07",,,,,,,
9002,2025-01-19 00:00:00,2025,Janeiro,19,3897,Pequenas Empresas,Sudeste,MG,Móveis,Mesa Gamer,E-commerce,3,"R$ 877,08",8%,"R$ 2.631,24","R$ 202,40","R$ 2.428,84","R$ 1.613,70","R$ 815,14","33,56",,,,,,,
9003,2025-02-26 00:00:00,2025,Fevereiro,26,3744,Corporativo,Nordeste,CE,Eletrônicos,Teclado Mecânico,Loja Física,6,"R$ 888,72",8%,"R$ 5.332,32","R$ 416,55","R$ 4.915,76","R$ 2.798,15","R$ 2.117,61","43,08",,,,,,,
9004,2025-03-01 00:00:00,2025,Março,1,3075,Corporativo,Sul,PR,Eletrônicos,Webcam 4K,Loja Física,7,"R$ 976,35",13%,"R$ 6.834,48","R$ 866,71","R$ 5.967,77","R$ 3.727,69","R$ 2.240,08","37,54",,,,,,,
9005,2025-04-27 00:00:00,2025,Abril,27,4151,Corporativo,Centro-Oeste,GO,Eletrônicos,Webcam 4K,Loja Física,8,"R$ 856,47",10%,"R$ 6.851,79","R$ 661,58","R$ 6.190,22","R$ 3.344,68","R$ 2.845,54","45,97",,,,,,,
9006,2025-08-14 00:00:00,2025,Agosto,14,1717,Corporativo,Sudeste,MG,Eletrônicos,Headset Gamer,E-commerce,14,"R$ 805,18",11%,"R$ 11.272,50","R$ 1.236,65","R$ 10.035,85","R$ 5.540,89","R$ 4.494,96","44,79",,,,,,,
9007,2025-08-01 00:00:00,2025,Agosto,1,4170,Corporativo,Centro-Oeste,GO,Eletrônicos,Monitor Ultrawide,Loja Física,10,"R$ 772,01",12%,"R$ 7.720,07","R$ 899,27","R$ 6.820,80","R$ 3.976,25","R$ 2.844,55","41,70",,,,,,,
9008,2025-07-29 00:00:00,2025,Julho,29,1203,Corporativo,Sul,PR,Móveis,Mesa Gamer,Loja Física,5,"R$ 864,84",10%,"R$ 4.324,21","R$ 448,49","R$ 3.875,72","R$ 2.730,82","R$ 1.144,90","29,54",,,,,,,
9009,2025-02-08 00:00:00,2025,Fevereiro,8,4158,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Microfone Condensador,Loja Física,3,"R$ 1.040,03",8%,"R$ 3.120,10","R$ 244,42","R$ 2.875,68","R$ 1.680,41","R$ 1.195,27","41,56",,,,,,,
9010,2025-09-29 00:00:00,2025,Setembro,29,3013,Corporativo,Sudeste,RJ,Eletrônicos,Teclado Mecânico,E-commerce,15,"R$ 832,61",12%,"R$ 12.489,18","R$ 1.480,50","R$ 11.008,68","R$ 6.311,20","R$ 4.697,48","42,67",,,,,,,
9011,2025-02-07 00:00:00,2025,Fevereiro,7,3175,Corporativo,Centro-Oeste,GO,Eletrônicos,Monitor Ultrawide,E-commerce,9,"R$ 909,36",13%,"R$ 8.184,26","R$ 1.053,49","R$ 7.130,77","R$ 4.030,72","R$ 3.100,05","43,47",,,,,,,
9012,2025-01-16 00:00:00,2025,Janeiro,16,1985,Corporativo,Sudeste,SP,Eletrônicos,Cadeira Gamer,E-commerce,8,"R$ 985,92",9%,"R$ 7.887,38","R$ 734,38","R$ 7.152,99","R$ 4.046,17","R$ 3.106,82","43,43",,,,,,,
9013,2025-05-04 00:00:00,2025,Maio,4,3239,Pequenas Empresas,Centro-Oeste,GO,Móveis,Mesa Gamer,E-commerce,5,"R$ 814,77",6%,"R$ 4.073,85","R$ 225,06","R$ 3.848,79","R$ 2.508,43","R$ 1.340,36","34,83",,,,,,,
9014,2025-10-29 00:00:00,2025,Outubro,29,3179,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,2,"R$ 816,06",5%,"R$ 1.632,12","R$ 83,14","R$ 1.548,98","R$ 1.082,39","R$ 466,60","30,12",,,,,,,
9015,2025-09-20 00:00:00,2025,Setembro,20,3442,Pequenas Empresas,Nordeste,PE,Eletrônicos,Microfone Condensador,E-commerce,9,"R$ 1.028,80",6%,"R$ 9.259,23","R$ 568,86","R$ 8.690,37","R$ 5.092,16","R$ 3.598,21","41,40",,,,,,,
9016,2025-05-27 00:00:00,2025,Maio,27,4949,Consumidor Final,Sudeste,SP,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 653,56",2%,"R$ 1.960,67","R$ 43,02","R$ 1.917,65","R$ 1.023,87","R$ 893,78","46,61",,,,,,,
9017,2025-05-10 00:00:00,2025,Maio,10,2163,Consumidor Final,Nordeste,CE,Eletrônicos,Headset Gamer,E-commerce,2,"R$ 684,18",7%,"R$ 1.368,36","R$ 89,08","R$ 1.279,27","R$ 681,17","R$ 598,11","46,75",,,,,,,
9018,2025-06-15 00:00:00,2025,Junho,15,1392,Pequenas Empresas,Nordeste,PE,Eletrônicos,Mouse Gamer,Loja Física,5,"R$ 887,04",5%,"R$ 4.435,22","R$ 209,66","R$ 4.225,55","R$ 2.246,13","R$ 1.979,42","46,84",,,,,,,
9019,2025-02-27 00:00:00,2025,Fevereiro,27,1559,Pequenas Empresas,Sul,PR,Eletrônicos,Cadeira Gamer,E-commerce,4,"R$ 914,07",11%,"R$ 3.656,30","R$ 400,99","R$ 3.255,30","R$ 2.065,80","R$ 1.189,51","36,54",,,,,,,
9020,2025-03-02 00:00:00,2025,Março,2,2548,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,1,"R$ 804,02",5%,"R$ 804,02","R$ 37,82","R$ 766,20","R$ 440,73","R$ 325,47","42,48",,,,,,,
9021,2025-04-17 00:00:00,2025,Abril,17,2494,Corporativo,Centro-Oeste,GO,Eletrônicos,Mouse Gamer,E-commerce,8,"R$ 845,32",9%,"R$ 6.762,53","R$ 630,72","R$ 6.131,81","R$ 3.269,81","R$ 2.862,00","46,67",,,,,,,
9022,2025-10-06 00:00:00,2025,Outubro,6,2795,Pequenas Empresas,Nordeste,PE,Eletrônicos,Webcam 4K,E-commerce,9,"R$ 961,70",7%,"R$ 8.655,34","R$ 597,37","R$ 8.057,97","R$ 4.699,46","R$ 3.358,51","41,68",,,,,,,
9023,2025-07-07 00:00:00,2025,Julho,7,4023,Corporativo,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,E-commerce,7,"R$ 920,03",7%,"R$ 6.440,18","R$ 435,74","R$ 6.004,43","R$ 3.672,21","R$ 2.332,23","38,84",,,,,,,
9024,2025-12-16 00:00:00,2025,Dezembro,16,2279,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,4,"R$ 986,51",7%,"R$ 3.946,03","R$ 291,89","R$ 3.654,14","R$ 2.419,00","R$ 1.235,14","33,80",,,,,,,
9025,2025-08-18 00:00:00,2025,Agosto,18,3915,Consumidor Final,Sul,RS,Eletrônicos,Teclado Mecânico,Loja Física,3,"R$ 874,02",3%,"R$ 2.622,06","R$ 91,12","R$ 2.530,94","R$ 1.326,89","R$ 1.204,05","47,57",,,,,,,
9026,2025-08-23 00:00:00,2025,Agosto,23,1197,Corporativo,Sudeste,MG,Eletrônicos,Headset Gamer,E-commerce,14,"R$ 686,58",14%,"R$ 9.612,07","R$ 1.320,28","R$ 8.291,80","R$ 5.139,30","R$ 3.152,50","38,02",,,,,,,
9027,2025-04-23 00:00:00,2025,Abril,23,4933,Pequenas Empresas,Sudeste,MG,Eletrônicos,Teclado Mecânico,Loja Física,7,"R$ 893,60",8%,"R$ 6.255,21","R$ 469,92","R$ 5.785,29","R$ 2.946,30","R$ 2.838,99","49,07",,,,,,,
9028,2025-05-30 00:00:00,2025,Maio,30,1074,Corporativo,Centro-Oeste,GO,Eletrônicos,Headset Gamer,E-commerce,21,"R$ 646,10",11%,"R$ 13.568,18","R$ 1.465,94","R$ 12.102,25","R$ 6.841,88","R$ 5.260,37","43,47",,,,,,,
9029,2025-09-17 00:00:00,2025,Setembro,17,4626,Consumidor Final,Sul,SC,Eletrônicos,Webcam 4K,E-commerce,8,"R$ 849,11",7%,"R$ 6.792,92","R$ 472,86","R$ 6.320,06","R$ 4.052,94","R$ 2.267,12","35,87",,,,,,,
9030,2025-03-13 00:00:00,2025,Março,13,1623,Corporativo,Nordeste,PE,Eletrônicos,Teclado Mecânico,Loja Física,7,"R$ 981,46",11%,"R$ 6.870,22","R$ 788,61","R$ 6.081,61","R$ 3.703,10","R$ 2.378,51","39,11",,,,,,,
9031,2025-09-15 00:00:00,2025,Setembro,15,1855,Corporativo,Sudeste,SP,Eletrônicos,Headset Gamer,Loja Física,13,"R$ 760,79",11%,"R$ 9.890,23","R$ 1.121,56","R$ 8.768,67","R$ 4.699,46","R$ 4.069,21","46,41",,,,,,,
9032,2025-12-11 00:00:00,2025,Dezembro,11,4822,Corporativo,Sudeste,RJ,Eletrônicos,Mouse Gamer,E-commerce,13,"R$ 802,27",13%,"R$ 10.429,47","R$ 1.306,36","R$ 9.123,12","R$ 5.072,03","R$ 4.051,09","44,40",,,,,,,
